202105|Accounting|Accounting I|55696|ACCT 2101|ES|Class|12:30 pm - 2:40 pm|MTWR|College of Business 200|Ryan   Blunck (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Georgia Tech|GT Freshman Seminar|60947|GT 1000|PH1|Class|12:30 pm - 1:45 pm|TR|TBA|Emily Jeanne  Blandford (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|59955|GT 1000|PH2|Class|9:30 am - 10:45 am|MW|TBA|Caroline   Cox (P), Shelby Taylor  Kuehl|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58297|GT 1000|PH3|Class|3:30 pm - 4:45 pm|MW|Clough Commons 423|Shannon L  Dobranski (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|On-campuscourse,ResidentialCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58915|GT 1000|PH4|Class|2:00 pm - 3:15 pm|MW|TBA|Elizabeth   Holdsworth (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60948|GT 1000|PH5|Class|9:30 am - 10:45 am|TR|TBA|Mariah   Liggins (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58916|GT 1000|PH6|Class|11:00 am - 12:15 pm|TR|TBA|Christopher Lee  Ruiz (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|59954|GT 1000|SC1|Class|9:30 am - 10:45 am|MW|TBA|Samantha   Lietjauw (P), Ashley Falvey  Bidlack|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60949|GT 1000|SC2|Class|3:30 pm - 4:45 pm|MW|TBA|Kjersti Ann  Lukens (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58923|GT 1000|SC3|Class|12:30 pm - 1:45 pm|TR|Clough Commons 125|Rebecca Anne Watts  Hull (P), Yelena Marie  Rivera|GraduateSemester,UndergraduateSemester|1.000 Credits|On-campuscourse,ResidentialCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60410|GT 1000|SC4|Class|2:00 pm - 3:15 pm|TR|TBA|Malte   Weiland (P), Sarah Danielle  Neville|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60395|GT 1000|UR1|Class|12:30 pm - 1:45 pm|MW|TBA|Terri A  Dunbar (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58918|GT 1000|UR2|Class|3:30 pm - 4:45 pm|MW|Clough Commons 125|Joseph   Goldenburg (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|On-campuscourse,ResidentialCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60403|GT 1000|UR3|Class|3:30 pm - 4:45 pm|MW|TBA|Nicole   Leonard (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60939|GT 1000|UR4|Class|9:30 am - 10:45 am|TR|TBA|Eunji   Kim (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60408|GT 1000|UR5|Class|3:30 pm - 4:45 pm|TR|TBA|Gayatri Navya   Narayanam (P), Athulya   Ram Sreedharan Nair|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60940|GT 1000|UR6|Class|11:00 am - 12:15 pm|TR|TBA|Lakshmi Raghavanpillai  Raju (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|60950|GT 1000|UR7|Class|9:30 am - 10:15 am|MW|TBA|Marlee D  Givens (P), Fred H  Rascoe|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteSynchronousCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Freshman Seminar|58929|GT 1000|UR8|Class|3:30 pm - 4:45 pm|TR|Clough Commons 127|Aimee Nicole  Williams (P), Liqing   Yan|GraduateSemester,UndergraduateSemester|1.000 Credits|On-campuscourse,ResidentialCourse,Low-cost$40orundrreqtxtbk
202105|Georgia Tech|GT Transfer Seminar|60610|GT 2000|TR1|Class|12:30 pm - 1:45 pm|TR|Clough Commons 127|Brett   Hulst (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|ResidentialCourse
202105|Georgia Tech|GT Transfer Seminar|60731|GT 2000|TR2|Class|3:30 pm - 4:45 pm|TR|TBA|De Morris   Walker (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105||Undergraduate Internship|56565|GT 2694|A||||||UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Special Topics|59027|GT 2801|S|Class|3:30 pm - 4:45 pm|T|TBA|Fredrick Dewayne  Holloman (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105|Georgia Tech|Personal Finance|60470|GT 4100|LS|Class|11:00 am - 12:15 pm|MW|College of Business 300|Marvin Anthony  Tingler (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|HybridCourse
202105|Georgia Tech|Undergraduate Internship|56386|GT 4694|A|Class|9:30 am - 10:45 am|T|Clough Commons 123|Pamela   Bhatti (P), James Keith  Rains , James B  Stubbs|GraduateSemester,UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Undergraduate Internship|58092|GT 4694|B|Class|9:30 am - 10:45 am|T|TBA|Karthik   Ramachandran (P), Joyelle Elizabeth  Harris|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105|Georgia Tech|Undergraduate Internship|58093|GT 4694|C|Class|9:30 am - 10:45 am|T|TBA|Joyelle Elizabeth  Harris (P), Karthik   Ramachandran|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105|Georgia Tech|Undergraduate Internship|58094|GT 4694|D|Class|9:30 am - 10:45 am|T|Clough Commons 131|Raymond P  Vito (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Undergraduate Internship|58095|GT 4694|E|Class|9:30 am - 10:45 am|T|Clough Commons 325|Stephen Paul  Chininis (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Undergraduate Internship|58973|GT 4694|F|Class|9:30 am - 10:45 am|T|Clough Commons 272|Raghupathy   Sivakumar (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Undergraduate Internship|59788|GT 4694|O|Class|TBA||TBA|Raghupathy   Sivakumar (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|
202105|Georgia Tech|Special Topics|60672|GT 4801|LGR|Class|TBA||TBA|Thomas Jay  Forrest (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteAsynchronousCourse
202105|Georgia Tech|Special Topics|60342|GT 4801|LS1|Class|TBA||TBA|Thomas Jay  Forrest (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse,No-cost$0req'dtextbooks
202105|Georgia Tech Lorraine|Ga Tech Lorraine Seminar|57398|GTL 2000|R|Class|6:00 pm - 7:30 pm|W|Georgia Tech Lorraine|Vicki   Birchfield (P), Sonia   Serafin|GraduateSemester,UndergraduateSemester|1.000 Credits|GTLMetz(UGProgram)
202105||CentraleSupelec|56860|GTL 6010|R||||||GraduateSemester,UndergraduateSemester|12.000 Credits|
202105||CentraleSupelec|56861|GTL 6021|R||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||ENSTA Bretagne|56862|GTL 6022|R||||||GraduateSemester,UndergraduateSemester|12.000 Credits|
202105||IMT|56863|GTL 6023|R||||||GraduateSemester,UndergraduateSemester|12.000 Credits|
202105||USTL|56864|GTL 6024|R||||||GraduateSemester,UndergraduateSemester|12.000 Credits|
202105||GTL and ENSAM|57308|GTL 6025|R||||||GraduateSemester,UndergraduateSemester|1.000 TO       11.000 Credits|
202105|German|Elementary German I|57446|GRMN 1001|UA|Class|TBA||TBA|Kathrin   Koppe (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse
202105|German|Elementary German I|60706|GRMN 1001|UAG|Class|TBA||TBA|Kathrin   Koppe (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|German|Elementary German II|58260|GRMN 1002|UA|Class|TBA||TBA|Jan   Uelzmann (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|German|Elementary German II|60752|GRMN 1002|UAG|Class|TBA||TBA|Jan   Uelzmann (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement
202105|German|Intermediate German I|57775|GRMN 2001|UA|Class|TBA||TBA|Kathrin   Koppe (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|German|Conversation&Composition|60263|GRMN 3024|UA|Class|9:30 am - 12:15 pm|MWF|TBA|Aleksandra   Starcevic (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,SummerOnlineCourse,RemoteSynchronousCourse
202105|German|Structure,Commun&Corr|53318|GRMN 3695|RGR|Class|TBA||TBA|Hyoun-A   Joo (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|CountryandRegion(IP),HumanitiesRequirement,GermanLBAT
202105|German|Ind Transf Grmn Soc/Econ|55180|GRMN 4693|RGR|Class|TBA||Univ. of Dusseldorf (Germany)|Annika   Orich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,GermanLBAT
202105|German|Undergraduate Research|59882|GRMN 4699|UA|Class|TBA||TBA|Jan   Uelzmann (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse
202105|German|Master's Project|60805|GRMN 6998|UA|Class|TBA||TBA|Annika   Orich (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|RemoteAsynchronousCourse
202105|German|Master's Project|60806|GRMN 6998|UA1|Class|TBA||TBA|Britta   Kallin (P)|GraduateSemester,UndergraduateSemester|5.000 Credits|RemoteAsynchronousCourse
202105|German|Master's Project|60807|GRMN 6998|UA2|Class|TBA||TBA|Britta   Kallin (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|RemoteAsynchronousCourse
202105|German|Master's Project|60811|GRMN 6998|UA3|Class|TBA||TBA|Annika   Orich (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|RemoteAsynchronousCourse
202105|German|Master's Project|60829|GRMN 6998|UA4|Class|TBA||TBA|Annika   Orich (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|RemoteAsynchronousCourse
202105|History|United States since 1877|54754|HIST 2112|A|Class|12:30 pm - 2:40 pm|MTWR|TBA|Matthew George  Hild (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|LegislativeRequirements,SummerOnlineCourse,SocialScienceRequirement,RemoteSynchronousCourse
202105|History|United States since 1877|54755|HIST 2112|B|Class|TBA||TBA|Douglas   Flamming (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,LegislativeRequirements,SummerOnlineCourse,SocialScienceRequirement,Low-cost$40orundrreqtxtbk
202105|History|United States since 1877|55183|HIST 2112|SF|Class|12:30 pm - 2:40 pm|MTWR|TBA|Matthew George  Hild (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|LegislativeRequirements,SocialScienceRequirement,RemoteSynchronousCourse
202105|History, Technology & Society|History Sports America|60146|HTS 2015|A|Class|TBA||TBA|John Matthew  Smith (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse,SocialScienceRequirement
202105|History, Technology & Society|Intro Hist Disease & Med|59101|HTS 2080|A|Class|3:30 pm - 5:40 pm|MTWR|TBA|Beth   Spencer (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|SummerOnlineCourse,SocialScienceRequirement,RemoteSynchronousCourse
202105|History, Technology & Society|Intro Hist Disease & Med|59102|HTS 2080|SF|Class|3:30 pm - 5:40 pm|MTWR|Klaus 1456|Beth   Spencer (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|On-campuscourse,ResidentialCourse,SocialScienceRequirement
202105|History, Technology & Society|Technology and Society|52729|HTS 2084|R1|Class|10:10 am - 12:05 pm|MW|Georgia Tech Lorraine|Timothy Harold  Stoneman (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|EthicsRequirement,GTLMetz(UGProgram),SocialScienceRequirement
202105|History, Technology & Society|Technology and Society|57049|HTS 2084|R2|Class|1:30 pm - 3:25 pm|MW|Georgia Tech Lorraine|Timothy Harold  Stoneman (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|EthicsRequirement,GTLMetz(UGProgram),SocialScienceRequirement
202105|History, Technology & Society|Sci, Tech & Modern World|59121|HTS 2100|A|Class|12:30 pm - 3:15 pm|MTWRF|TBA|Matthew George  Hild (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|EthicsRequirement,InternationalRelations(IP),SummerOnlineCourse,SocialScienceRequirement,RemoteSynchronousCourse
202105|History, Technology & Society|HTS InternshipCredit|60889|HTS 2695|A|Class|TBA||TBA|Amy V  D'Unger (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|History, Technology & Society|Europe Intellectual Hist|59095|HTS 3032|A|Class|TBA||TBA|Douglas   Flamming (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,CountryandRegion(IP),EthicsRequirement,SummerOnlineCourse,SocialScienceRequirement
202105|History, Technology & Society|Europe Intellectual Hist|60673|HTS 3032|AGR|Class|TBA||TBA|Douglas   Flamming (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,CountryandRegion(IP),EthicsRequirement,SocialScienceRequirement
202105|History, Technology & Society|Social Movements|59107|HTS 3068|A|Class|TBA||TBA|William D.  Winders (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse,SocialScienceRequirement
202105|History, Technology & Society|Social Movements|60674|HTS 3068|AGR|Class|TBA||TBA|William D.  Winders (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SocialScienceRequirement
202105|History, Technology & Society|Social Movements|58285|HTS 3068|SF|Class|TBA||TBA|William D.  Winders (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SocialScienceRequirement,Low-cost$40orundrreqtxtbk
202105|History, Technology & Society|Science Tech & Sports|60212|HTS 3089|A|Class|TBA||TBA|Sarah   Barnes (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse,SocialScienceRequirement
202105|History, Technology & Society|Research Assistantship|60838|HTS 4698|S|Class|TBA||TBA|Jennifer   Singh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|History, Technology & Society|Undergraduate Research|60924|HTS 4699|AD|Class|TBA||TBA|Amy V  D'Unger (P)|GraduateSemester,UndergraduateSemester|2.000 Credits|
202105|History, Technology & Society|Research Paper|59448|HTS 6801|JS|Class|TBA||See academic dept|Jennifer   Singh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|History, Technology & Society|Comp Exam Prep|58598|HTS 7999|CG|Class|TBA||TBA|Carla   Gerona (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|History, Technology & Society|Comp Exam Prep|59774|HTS 7999|GV|Class|TBA||See academic dept|German   Vergara (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|History, Technology & Society|Comp Exam Prep|58592|HTS 7999|JK|Class|TBA||See academic dept|Gerhard   Krige (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|History, Technology & Society|Comp Exam Prep|58642|HTS 7999|JS|Class|TBA||TBA|Jennifer   Singh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|History, Technology & Society|Special Problems|60825|HTS 8901|AP|Class|TBA||TBA|Amit   Prasad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|History, Technology & Society|Special Problems|59444|HTS 8901|TM|Class|TBA||TBA|Todd M  Michney (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|History, Technology & Society|Special Problems|58759|HTS 8903|RR|Class|TBA||TBA|Robert   Rosenberger (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|History, Technology & Society|Teaching Assistantship|56782|HTS 8997|A|Class|TBA||TBA|Kristie I  Macrakis (P)|GraduateSemester|3.000 Credits|
202105|History, Technology & Society|Research Assistantship|53706|HTS 8998|A|Class|TBA||TBA|Kristie I  Macrakis (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|History, Technology & Society|Doctoral Thesis|53742|HTS 9000|A|Class|TBA||TBA|Kristie I  Macrakis (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Industrial & Systems Engr|Probability With Apps|57780|ISYE 2027|A|Class|9:30 am - 11:40 am|MW|Instr Center 205|Hayriye   Ayhan (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,STEMUSG,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Probability With Apps|58278|ISYE 2027|R|Class|1:30 pm - 3:25 pm|TR|TBA|Turgay   Ayer (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|GTLMetz(UGProgram),STEMUSG,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Engineering Economy|58331|ISYE 3025|A|Class|9:30 am - 10:45 am|F|TBA|Joshua Lukman  Gray (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Basic Stat Method|59022|ISYE 3030|A|Class|9:30 am - 11:40 am|MTWR|TBA|I-Hsiang   Lee (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105|Industrial & Systems Engr|Basic Stat Method|59344|ISYE 3030|R|Class|3:40 pm - 5:35 pm|TR|TBA|Jye-Chyi   Lu (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|GTLMetz(UGProgram)
202105|Industrial & Systems Engr|MethodsQuality Improve|56343|ISYE 3039|A|Class|11:00 am - 12:15 pm|MWF|TBA|Douglas Anthony  Bodner (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Simulation Analy & Dsgn|52822|ISYE 3044|A|Class|9:30 am - 10:45 am|MWF|Instr Center 209|Jonathan Jeffery  Lowe (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Sply Chain Mod:Logistics|57836|ISYE 3103|A|Class|3:30 pm - 4:45 pm|MWF|Howey (Physics) L1|Anton J  Kleywegt (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Sply Chain Mod:Manf&Ware|57028|ISYE 3104|A|Class|9:30 am - 11:40 am|MW|TBA|Damon Phillip  Williams (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Engineering Optimization|57785|ISYE 3133|LEC|Class|3:30 pm - 4:20 pm|MWF|Instr Center 215|Nicole May  Redder (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Engineering Optimization|59036|ISYE 3133|STU|Class|3:30 pm - 4:45 pm|TR|Instr Center 215|Nicole May  Redder (P)|GraduateSemester,UndergraduateSemester|0.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Stochastic Mfg&Serv Sys|52820|ISYE 3232|A|Class|12:30 pm - 2:40 pm|MTWR|Instr Center 211|Seong-Hee   Kim (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences,Low-cost$40orundrreqtxtbk
202105|Industrial & Systems Engr|Statistics& Applications|53180|ISYE 3770|R|Class|3:40 pm - 5:35 pm|TR|Foreign Studies Prog (FORSPRO)|Tugba   Ayer (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|GTLMetz(UGProgram),TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Statistics& Applications|58773|ISYE 3770|SF|Class|9:30 am - 11:40 am|MTWR|Instr Center 211|Osman E  Dai (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,On-campuscourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Statistics& Applications|52832|ISYE 3770|SU1|Class|9:30 am - 11:40 am|MTWR|Instr Center 211|Ronald Lee  Johnson (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|ResidentialCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Statistics& Applications|58327|ISYE 3770|SU2|Class|9:30 am - 11:40 am|MTWR|Instr Center 211|Osman E  Dai (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Regression/Forecasting|57546|ISYE 4031|A|Class|12:30 pm - 2:40 pm|MTWR|TBA|I-Hsiang   Lee (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse
202105|Industrial & Systems Engr|Regression/Forecasting|60677|ISYE 4031|AGR|Class|12:30 pm - 2:40 pm|MTWR|TBA|I-Hsiang   Lee (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteSynchronousCourse
202105|Industrial & Systems Engr|Regression/Forecasting|59346|ISYE 4031|R|Class|8:00 am - 9:55 am|TR|TBA|Jye-Chyi   Lu (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|GTLMetz(UGProgram)
202105|Industrial & Systems Engr|Research Assistantship|60907|ISYE 4698|NAZ|Class|TBA||TBA|Dima   Nazzal (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP>=101conthrs
202105|Industrial & Systems Engr|Research Assistantship|58537|ISYE 4698|SER|Class|TBA||TBA|Nicoleta   Serban (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP>=101conthrs
202105|Industrial & Systems Engr|Research Assistantship|60630|ISYE 4698|VAN|Class|TBA||TBA|Pascal   Van Hentenryck (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP>=101conthrs
202105|Industrial & Systems Engr|Research Assistantship|60631|ISYE 4698|XIE|Class|TBA||TBA|Yao   Xie (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP>=101conthrs
202105|Industrial & Systems Engr|Undergraduate Research|59482|ISYE 4699|BOD|Class|TBA||TBA|Douglas Anthony  Bodner (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences,Res/CP>=101conthrs
202105|Industrial & Systems Engr|Undergraduate Research|60075|ISYE 4699|TOV|Class|TBA||TBA|Craig A  Tovey (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences,Res/CP>=101conthrs
202105|Industrial & Systems Engr|Undergraduate Research|60003|ISYE 4699|YAN|Class|TBA||TBA|Shihao   Yang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences,Res/CP>=101conthrs
202105|Industrial & Systems Engr|Special Topics|56377|ISYE 4800|A|Class|TBA||TBA|Dima   Nazzal (P), Leon F  McGinnis|GraduateSemester,UndergraduateSemester|0.000 Credits|HybridCourse
202105|Industrial & Systems Engr|Special Topics|57103|ISYE 4800|Q|Class|TBA||TBA|Dima   Nazzal (P), Leon F  McGinnis|GraduateSemester,UndergraduateSemester|0.000 Credits|RemoteAsynchronousCourse,SummerOnlineCourse
202105|Industrial & Systems Engr|Special Topics|60434|ISYE 4801|HF|Class|11:00 am - 12:15 pm|F|TBA|Joshua Lukman  Gray (P)|GraduateSemester,UndergraduateSemester|1.000 Credits|SummerOnlineCourse,RemoteSynchronousCourse,TechElectCS,Engr,&Sciences
202105|Industrial & Systems Engr|Intro to Financial Engr|56693|ISYE 6227|AQ|Class|TBA||TBA|Shijie   Deng (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,IsolateCourseinCanvas
202105|Industrial & Systems Engr|Intro to Financial Engr|56694|ISYE 6227|Q|Class|TBA||TBA|Shijie   Deng (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,IsolateCourseinCanvas
202105|Industrial & Systems Engr|Intro to Financial Engr|60461|ISYE 6227|QSZ|Class|TBA||TBA|Shijie   Deng (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Industrial & Systems Engr|Capstone Project I|55768|ISYE 6341|A|Class|TBA||TBA|Alan L.  Erera (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Industrial & Systems Engr|Capstone Project II|55769|ISYE 6342|A|Class|TBA||TBA|Alan L.  Erera (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Industrial & Systems Engr|Regression Analysis|56572|ISYE 6414|A|Class|TBA||TBA|Nicoleta   Serban (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Industrial & Systems Engr|Regression Analysis|57907|ISYE 6414|OAN|Class|TBA||TBA|Nicoleta   Serban (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Industrial & Systems Engr|Regression Analysis|59783|ISYE 6414|QS|Class|TBA||TBA|Nicoleta   Serban (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Industrial & Systems Engr|Intro Analytics Modeling|60567|ISYE 6501|ACH|Class|TBA||TBA|Joel S  Sokol (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Industrial & Systems Engr|Intro Analytics Modeling|59888|ISYE 6501|O01|Class|TBA||TBA|Joel S  Sokol (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
